InvoiceId,ChargePeriodStart,ChargePeriodEnd,ProviderName,ServiceName,ConsumedQuantity,ConsumedUnit,PricingCurrency,PricingCurrencyListUnitPrice,PricingCurrencyContractedUnitPrice,PricingCurrencyEffectiveCost,BillingCurrency,ListCost,EffectiveCost,BillingAccountId,BillingAccountType,SubAccountType,RegionId
AWS-7477,2024-11-01,2024-11-02,AWS,S3,43,Hours,USD,2.18,2.05,88.35,USD,100.74,90.88,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-8713,2024-11-01,2024-11-02,AWS,Lambda,88,Hours,USD,3.36,2.98,262.56,USD,323.25,284.28,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-8163,2024-11-01,2024-11-02,Azure,VM,30,Hours,USD,0.67,0.63,18.9,USD,21.65,16.03,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-6033,2024-11-01,2024-11-02,Azure,Blob Storage,29,Hours,USD,10.17,9.19,266.41,USD,320.97,261.07,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-1370,2024-11-01,2024-11-02,Azure,Functions,75,Hours,USD,3.36,3.03,227.27,USD,253.46,178.99,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-2491,2024-11-01,2024-11-02,GCP,Compute Engine,90,Hours,USD,0.56,0.52,47.13,USD,51.69,37.97,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-7281,2024-11-01,2024-11-02,GCP,Cloud Storage,38,Hours,USD,4.02,3.53,134.09,USD,166.1,127.18,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-8637,2024-11-01,2024-11-02,GCP,Cloud Functions,22,Hours,USD,10.16,8.78,193.27,USD,239.99,208.6,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-4664,2024-11-01,2024-11-02,Snowflake,Warehouse,95,Credit,USD,1.03,0.9,85.17,USD,103.59,97.22,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-3064,2024-11-01,2024-11-02,Snowflake,Storage,46,Credit,USD,4.08,3.59,164.95,USD,205.52,182.85,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-9586,2024-11-01,2024-11-02,Databricks,Jobs,23,Credit,USD,10.45,9.21,211.94,USD,241.71,225.11,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-9520,2024-11-01,2024-11-02,Databricks,Clusters,72,Credit,USD,1.14,1.0,72.03,USD,85.5,76.49,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-3889,2024-11-01,2024-11-02,OpenAI,GPT-4 API,62,Credit,USD,2.16,2.01,124.53,USD,146.06,113.77,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-9112,2024-11-01,2024-11-02,OpenAI,Embedding API,94,Credit,USD,2.83,2.58,242.06,USD,277.8,260.34,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-4517,2024-11-02,2024-11-03,AWS,EC2,99,Hours,USD,1.17,1.05,103.95,USD,126.79,113.27,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-7793,2024-11-02,2024-11-03,AWS,S3,84,Hours,USD,1.95,1.73,145.21,USD,174.5,153.7,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-7876,2024-11-02,2024-11-03,AWS,Lambda,38,Hours,USD,4.94,4.49,170.48,USD,206.24,174.3,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-9810,2024-11-02,2024-11-03,Azure,VM,49,Hours,USD,5.25,4.89,239.58,USD,272.93,195.43,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-2277,2024-11-02,2024-11-03,Azure,Blob Storage,69,Hours,USD,2.66,2.43,167.76,USD,189.53,136.8,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-1160,2024-11-02,2024-11-03,Azure,Functions,87,Hours,USD,1.9,1.73,150.68,USD,174.41,131.52,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-3722,2024-11-02,2024-11-03,GCP,Compute Engine,32,Hours,USD,4.57,4.32,138.38,USD,156.01,123.69,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-4952,2024-11-02,2024-11-03,GCP,Cloud Storage,95,Hours,USD,1.41,1.23,117.29,USD,138.78,109.75,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-2620,2024-11-02,2024-11-03,GCP,Cloud Functions,90,Hours,USD,3.09,2.81,253.1,USD,288.32,266.43,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-7091,2024-11-02,2024-11-03,Snowflake,Warehouse,56,Credit,USD,2.81,2.42,135.74,USD,164.03,133.96,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-3365,2024-11-02,2024-11-03,Snowflake,Storage,30,Credit,USD,9.58,9.29,278.72,USD,312.6,232.5,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-8807,2024-11-02,2024-11-03,Databricks,Jobs,53,Credit,USD,4.89,4.28,226.95,USD,276.07,218.57,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-9242,2024-11-02,2024-11-03,Databricks,Clusters,15,Credit,USD,11.77,11.04,165.6,USD,185.37,145.32,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-2860,2024-11-02,2024-11-03,OpenAI,GPT-4 API,16,Credit,USD,13.76,11.85,189.58,USD,225.69,190.11,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-1132,2024-11-02,2024-11-03,OpenAI,Embedding API,35,Credit,USD,4.04,3.6,126.16,USD,150.38,137.89,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-5781,2024-11-03,2024-11-04,AWS,EC2,21,Hours,USD,12.84,11.7,245.6,USD,276.39,261.61,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-5294,2024-11-03,2024-11-04,AWS,S3,10,Hours,USD,12.16,11.09,110.92,USD,127.24,109.32,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-2031,2024-11-03,2024-11-04,AWS,Lambda,84,Hours,USD,2.76,2.61,218.9,USD,241.99,225.09,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-8125,2024-11-03,2024-11-04,Azure,VM,53,Hours,USD,1.45,1.27,67.57,USD,81.42,59.37,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-3103,2024-11-03,2024-11-04,Azure,Blob Storage,56,Hours,USD,2.95,2.85,159.62,USD,168.18,152.97,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-2403,2024-11-03,2024-11-04,Azure,Functions,82,Hours,USD,2.59,2.51,206.17,USD,218.0,170.97,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-6404,2024-11-03,2024-11-04,GCP,Compute Engine,74,Hours,USD,1.29,1.26,93.06,USD,101.94,74.97,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-7723,2024-11-03,2024-11-04,GCP,Cloud Storage,86,Hours,USD,2.15,1.83,156.99,USD,199.87,145.83,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-4838,2024-11-03,2024-11-04,GCP,Cloud Functions,69,Hours,USD,3.17,2.92,201.26,USD,223.37,168.46,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-5150,2024-11-03,2024-11-04,Snowflake,Warehouse,56,Credit,USD,1.7,1.53,85.5,USD,96.02,78.3,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-3879,2024-11-03,2024-11-04,Snowflake,Storage,75,Credit,USD,1.53,1.4,104.89,USD,121.92,96.61,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-7560,2024-11-03,2024-11-04,Databricks,Jobs,86,Credit,USD,0.74,0.64,55.03,USD,65.0,61.29,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-5992,2024-11-03,2024-11-04,Databricks,Clusters,80,Credit,USD,2.96,2.74,219.14,USD,240.78,227.87,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-1471,2024-11-03,2024-11-04,OpenAI,GPT-4 API,14,Credit,USD,21.43,19.75,276.52,USD,312.6,285.89,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-8044,2024-11-03,2024-11-04,OpenAI,Embedding API,40,Credit,USD,1.86,1.81,72.42,USD,79.67,61.5,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-6393,2024-11-04,2024-11-05,AWS,EC2,94,Hours,USD,1.23,1.1,103.77,USD,125.24,91.61,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-8954,2024-11-04,2024-11-05,AWS,S3,82,Hours,USD,1.97,1.77,145.18,USD,164.53,131.28,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-8833,2024-11-04,2024-11-05,AWS,Lambda,24,Hours,USD,3.38,3.14,75.38,USD,87.57,76.25,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-9631,2024-11-04,2024-11-05,Azure,VM,46,Hours,USD,4.55,4.13,189.98,USD,226.39,193.34,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-6293,2024-11-04,2024-11-05,Azure,Blob Storage,87,Hours,USD,3.12,2.89,251.05,USD,282.25,204.35,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-7323,2024-11-04,2024-11-05,Azure,Functions,16,Hours,USD,13.97,12.69,202.99,USD,245.63,183.84,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-5658,2024-11-04,2024-11-05,GCP,Compute Engine,55,Hours,USD,0.77,0.66,36.27,USD,42.65,31.06,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-7108,2024-11-04,2024-11-05,GCP,Cloud Storage,48,Hours,USD,2.41,2.31,111.04,USD,122.01,106.7,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-7362,2024-11-04,2024-11-05,GCP,Cloud Functions,24,Hours,USD,10.57,9.08,217.89,USD,272.79,224.9,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-7026,2024-11-04,2024-11-05,Snowflake,Warehouse,95,Credit,USD,1.12,1.01,96.01,USD,107.29,84.27,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-1466,2024-11-04,2024-11-05,Snowflake,Storage,57,Credit,USD,1.59,1.49,84.74,USD,90.93,80.71,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-9800,2024-11-04,2024-11-05,Databricks,Jobs,99,Credit,USD,2.83,2.47,244.79,USD,300.09,258.43,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-3915,2024-11-04,2024-11-05,Databricks,Clusters,74,Credit,USD,1.79,1.74,128.99,USD,145.02,121.42,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-6528,2024-11-04,2024-11-05,OpenAI,GPT-4 API,14,Credit,USD,11.89,10.74,150.41,USD,175.04,145.15,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-9064,2024-11-04,2024-11-05,OpenAI,Embedding API,30,Credit,USD,1.38,1.28,38.43,USD,45.31,41.94,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-1237,2024-11-05,2024-11-06,AWS,EC2,70,Hours,USD,4.28,4.16,291.47,USD,303.75,225.73,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-9726,2024-11-05,2024-11-06,AWS,S3,83,Hours,USD,2.31,2.26,187.7,USD,196.2,141.56,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-1528,2024-11-05,2024-11-06,AWS,Lambda,30,Hours,USD,2.74,2.59,77.7,USD,89.41,84.24,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-3083,2024-11-05,2024-11-06,Azure,VM,62,Hours,USD,4.01,3.57,221.55,USD,265.51,228.13,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-9118,2024-11-05,2024-11-06,Azure,Blob Storage,40,Hours,USD,0.98,0.96,38.22,USD,41.05,34.86,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-4954,2024-11-05,2024-11-06,Azure,Functions,30,Hours,USD,2.36,2.12,63.59,USD,74.13,67.53,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-9563,2024-11-05,2024-11-06,GCP,Compute Engine,28,Hours,USD,4.39,3.77,105.51,USD,126.48,99.79,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-1251,2024-11-05,2024-11-06,GCP,Cloud Storage,16,Hours,USD,2.26,2.07,33.18,USD,37.65,27.3,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-8175,2024-11-05,2024-11-06,GCP,Cloud Functions,25,Hours,USD,9.4,9.1,227.46,USD,250.97,237.8,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-3634,2024-11-05,2024-11-06,Snowflake,Warehouse,76,Credit,USD,1.31,1.22,92.97,USD,104.21,92.49,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-1642,2024-11-05,2024-11-06,Snowflake,Storage,87,Credit,USD,2.86,2.6,226.09,USD,267.31,193.44,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-8092,2024-11-05,2024-11-06,Databricks,Jobs,61,Credit,USD,1.15,1.01,61.62,USD,73.36,69.67,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-6784,2024-11-05,2024-11-06,Databricks,Clusters,95,Credit,USD,0.94,0.88,83.27,USD,94.27,66.64,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-6603,2024-11-05,2024-11-06,OpenAI,GPT-4 API,44,Credit,USD,6.68,6.38,280.86,USD,306.85,261.83,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-3569,2024-11-05,2024-11-06,OpenAI,Embedding API,10,Credit,USD,16.61,14.69,146.93,USD,179.48,167.54,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-6362,2024-11-06,2024-11-07,AWS,EC2,94,Hours,USD,3.19,2.73,256.91,USD,314.39,298.59,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-9030,2024-11-06,2024-11-07,AWS,S3,100,Hours,USD,0.6,0.56,55.56,USD,63.06,54.09,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-8492,2024-11-06,2024-11-07,AWS,Lambda,72,Hours,USD,3.89,3.7,266.6,USD,294.04,212.72,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-1087,2024-11-06,2024-11-07,Azure,VM,70,Hours,USD,1.82,1.64,114.8,USD,132.06,103.28,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-4123,2024-11-06,2024-11-07,Azure,Blob Storage,37,Hours,USD,2.32,2.06,76.06,USD,92.24,85.24,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-2613,2024-11-06,2024-11-07,Azure,Functions,22,Hours,USD,11.1,10.68,234.88,USD,254.76,195.58,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-2600,2024-11-06,2024-11-07,GCP,Compute Engine,89,Hours,USD,1.19,1.15,102.51,USD,113.56,101.8,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-1418,2024-11-06,2024-11-07,GCP,Cloud Storage,96,Hours,USD,2.21,1.91,183.06,USD,224.46,176.02,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-7806,2024-11-06,2024-11-07,GCP,Cloud Functions,24,Hours,USD,1.77,1.62,38.91,USD,46.14,36.75,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-7766,2024-11-06,2024-11-07,Snowflake,Warehouse,68,Credit,USD,3.39,3.11,211.58,USD,233.67,192.69,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-7734,2024-11-06,2024-11-07,Snowflake,Storage,88,Credit,USD,2.98,2.56,224.9,USD,275.39,198.17,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-2205,2024-11-06,2024-11-07,Databricks,Jobs,90,Credit,USD,1.58,1.36,122.22,USD,142.57,128.14,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-7945,2024-11-06,2024-11-07,Databricks,Clusters,33,Credit,USD,3.37,3.22,106.32,USD,116.45,84.66,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-6761,2024-11-06,2024-11-07,OpenAI,GPT-4 API,87,Credit,USD,2.39,2.06,179.07,USD,213.34,192.32,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-5133,2024-11-06,2024-11-07,OpenAI,Embedding API,75,Credit,USD,3.05,2.63,197.25,USD,235.63,201.51,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-1698,2024-11-07,2024-11-08,AWS,EC2,15,Hours,USD,9.58,8.61,129.17,USD,145.63,133.03,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-4834,2024-11-07,2024-11-08,AWS,S3,83,Hours,USD,2.82,2.45,203.18,USD,251.8,219.02,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-9307,2024-11-07,2024-11-08,AWS,Lambda,24,Hours,USD,11.61,10.75,257.92,USD,282.41,257.07,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-1709,2024-11-07,2024-11-08,Azure,VM,98,Hours,USD,1.41,1.29,126.83,USD,150.65,126.48,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-5711,2024-11-07,2024-11-08,Azure,Blob Storage,15,Hours,USD,4.88,4.4,66.02,USD,79.69,72.46,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-8257,2024-11-07,2024-11-08,Azure,Functions,11,Hours,USD,6.73,5.97,65.69,USD,78.57,58.48,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-4253,2024-11-07,2024-11-08,GCP,Compute Engine,70,Hours,USD,2.76,2.38,166.51,USD,200.84,155.17,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-6716,2024-11-07,2024-11-08,GCP,Cloud Storage,91,Hours,USD,2.54,2.18,197.99,USD,242.77,226.2,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-8717,2024-11-07,2024-11-08,GCP,Cloud Functions,85,Hours,USD,2.04,1.73,147.14,USD,187.44,132.24,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-1742,2024-11-07,2024-11-08,Snowflake,Warehouse,60,Credit,USD,0.97,0.9,54.23,USD,60.92,50.63,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-5212,2024-11-07,2024-11-08,Snowflake,Storage,33,Credit,USD,2.28,2.02,66.71,USD,79.28,56.0,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-9902,2024-11-07,2024-11-08,Databricks,Jobs,68,Credit,USD,2.67,2.61,177.55,USD,198.83,187.92,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-6449,2024-11-07,2024-11-08,Databricks,Clusters,72,Credit,USD,2.36,2.27,163.11,USD,179.07,127.59,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-4001,2024-11-07,2024-11-08,OpenAI,GPT-4 API,62,Credit,USD,4.04,3.86,239.08,USD,275.04,231.43,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-9001,2024-11-07,2024-11-08,OpenAI,Embedding API,92,Credit,USD,0.49,0.47,43.3,USD,46.75,38.68,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-5998,2024-11-08,2024-11-09,AWS,EC2,35,Hours,USD,1.87,1.76,61.58,USD,66.8,48.78,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-8643,2024-11-08,2024-11-09,AWS,S3,84,Hours,USD,2.3,2.1,176.77,USD,202.1,180.51,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-3651,2024-11-08,2024-11-09,AWS,Lambda,95,Hours,USD,1.38,1.2,114.08,USD,131.62,94.45,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-5646,2024-11-08,2024-11-09,Azure,VM,51,Hours,USD,3.71,3.23,164.71,USD,206.39,194.22,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-3272,2024-11-08,2024-11-09,Azure,Blob Storage,51,Hours,USD,5.83,5.49,280.16,USD,322.2,301.79,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-4977,2024-11-08,2024-11-09,Azure,Functions,32,Hours,USD,7.16,6.29,201.35,USD,246.09,230.79,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-3453,2024-11-08,2024-11-09,GCP,Compute Engine,46,Hours,USD,3.53,3.42,157.45,USD,168.31,151.53,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-2316,2024-11-08,2024-11-09,GCP,Cloud Storage,20,Hours,USD,4.79,4.57,91.41,USD,101.78,85.6,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-8778,2024-11-08,2024-11-09,GCP,Cloud Functions,89,Hours,USD,3.28,3.18,282.97,USD,301.86,238.37,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-9032,2024-11-08,2024-11-09,Snowflake,Warehouse,64,Credit,USD,2.34,2.13,136.08,USD,158.4,129.8,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-7629,2024-11-08,2024-11-09,Snowflake,Storage,53,Credit,USD,2.85,2.46,130.39,USD,152.92,120.23,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-4074,2024-11-08,2024-11-09,Databricks,Jobs,59,Credit,USD,3.96,3.67,216.24,USD,234.32,196.92,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-3186,2024-11-08,2024-11-09,Databricks,Clusters,89,Credit,USD,0.64,0.55,49.17,USD,57.65,44.26,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-9236,2024-11-08,2024-11-09,OpenAI,GPT-4 API,48,Credit,USD,3.98,3.79,181.8,USD,198.79,158.82,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-7123,2024-11-08,2024-11-09,OpenAI,Embedding API,61,Credit,USD,4.74,4.53,276.43,USD,315.08,276.38,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-3038,2024-11-09,2024-11-10,AWS,EC2,70,Hours,USD,1.95,1.75,122.28,USD,149.16,111.08,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-9288,2024-11-09,2024-11-10,AWS,S3,23,Hours,USD,9.63,9.11,209.53,USD,226.88,159.22,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-8737,2024-11-09,2024-11-10,AWS,Lambda,83,Hours,USD,3.19,3.09,256.09,USD,277.42,208.46,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-4600,2024-11-09,2024-11-10,Azure,VM,52,Hours,USD,1.47,1.37,71.12,USD,79.14,62.56,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-1881,2024-11-09,2024-11-10,Azure,Blob Storage,80,Hours,USD,2.96,2.88,230.12,USD,247.32,206.5,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-9640,2024-11-09,2024-11-10,Azure,Functions,58,Hours,USD,1.76,1.7,98.88,USD,111.72,83.92,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-1051,2024-11-09,2024-11-10,GCP,Compute Engine,54,Hours,USD,3.15,2.72,146.67,USD,183.94,138.99,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-1951,2024-11-09,2024-11-10,GCP,Cloud Storage,28,Hours,USD,1.48,1.34,37.58,USD,44.23,32.59,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-6954,2024-11-09,2024-11-10,GCP,Cloud Functions,92,Hours,USD,2.48,2.31,212.07,USD,239.72,191.22,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-2630,2024-11-09,2024-11-10,Snowflake,Warehouse,90,Credit,USD,2.02,1.95,175.45,USD,188.05,158.87,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-9508,2024-11-09,2024-11-10,Snowflake,Storage,49,Credit,USD,5.82,5.25,257.04,USD,311.78,266.26,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-8677,2024-11-09,2024-11-10,Databricks,Jobs,88,Credit,USD,0.74,0.69,60.98,USD,70.81,62.81,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-6344,2024-11-09,2024-11-10,Databricks,Clusters,57,Credit,USD,0.67,0.57,32.64,USD,40.5,31.68,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-2548,2024-11-09,2024-11-10,OpenAI,GPT-4 API,69,Credit,USD,0.42,0.41,28.16,USD,29.81,22.94,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-7896,2024-11-09,2024-11-10,OpenAI,Embedding API,45,Credit,USD,2.77,2.67,120.28,USD,128.68,110.75,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-5904,2024-11-10,2024-11-11,AWS,EC2,17,Hours,USD,9.72,9.16,155.8,USD,173.44,137.33,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-1162,2024-11-10,2024-11-11,AWS,S3,25,Hours,USD,1.11,1.08,27.07,USD,28.95,24.18,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-9861,2024-11-10,2024-11-11,AWS,Lambda,28,Hours,USD,9.28,8.28,231.71,USD,281.86,203.27,AW-Account,Payer Account,Subscription,AWS-us-east-1
AZU-7705,2024-11-10,2024-11-11,Azure,VM,99,Hours,USD,0.88,0.76,74.89,USD,88.64,71.53,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-4681,2024-11-10,2024-11-11,Azure,Blob Storage,95,Hours,USD,2.61,2.28,217.02,USD,272.34,210.24,Az-Account,Billing Account,Subscription,Azure-us-east-1
AZU-1892,2024-11-10,2024-11-11,Azure,Functions,19,Hours,USD,1.2,1.15,21.93,USD,23.22,20.75,Az-Account,Billing Account,Subscription,Azure-us-east-1
GCP-1460,2024-11-10,2024-11-11,GCP,Compute Engine,89,Hours,USD,2.76,2.7,240.31,USD,257.19,194.06,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-6856,2024-11-10,2024-11-11,GCP,Cloud Storage,17,Hours,USD,2.8,2.61,44.36,USD,52.04,49.06,GC-Account,Billing Account,Project,GCP-us-east-1
GCP-8705,2024-11-10,2024-11-11,GCP,Cloud Functions,28,Hours,USD,3.88,3.71,103.97,USD,109.69,85.05,GC-Account,Billing Account,Project,GCP-us-east-1
SNO-5039,2024-11-10,2024-11-11,Snowflake,Warehouse,18,Credit,USD,5.46,4.75,85.57,USD,102.4,73.89,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
SNO-9341,2024-11-10,2024-11-11,Snowflake,Storage,41,Credit,USD,1.14,1.01,41.24,USD,50.18,42.84,Sn-Account,Billing Account,Subscription,Snowflake-us-east-1
DAT-3197,2024-11-10,2024-11-11,Databricks,Jobs,29,Credit,USD,4.75,4.62,133.91,USD,141.0,111.99,Da-Account,Billing Account,Subscription,Databricks-us-east-1
DAT-5659,2024-11-10,2024-11-11,Databricks,Clusters,26,Credit,USD,9.71,8.44,219.53,USD,262.85,184.66,Da-Account,Billing Account,Subscription,Databricks-us-east-1
OPE-8806,2024-11-10,2024-11-11,OpenAI,GPT-4 API,32,Credit,USD,8.89,7.63,244.29,USD,287.25,218.41,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
OPE-5895,2024-11-10,2024-11-11,OpenAI,Embedding API,62,Credit,USD,2.45,2.34,145.03,USD,159.53,134.94,Op-Account,Billing Account,Subscription,OpenAI-us-east-1
AWS-4612,2024-11-11,2024-11-12,AWS,EC2,61,Hours,USD,4.76,4.07,248.55,USD,315.42,290.69,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-9091,2024-11-11,2024-11-12,AWS,S3,85,Hours,USD,2.64,2.35,199.4,USD,238.57,223.92,AW-Account,Payer Account,Subscription,AWS-us-east-1
AWS-3114,2024-11-11,2024-11-12,AWS,Lambda,21,Hours,USD,1.71,1.58,33.27,USD,36.11,31.75,AW-Account,Payer Account,Subscription,AWS-us-east-1
